YearStart,YearEnd,LocationAbbr,LocationDesc,CountyName,DataSource,Topic,Category,Question,Response,Age,Sex,Race_Ethnicity,Risk_Factor,Risk_Factor_Repsonse,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size
2022,2022,RI,Rhode Island,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,25.68,,,18.85,33.5,40
2022,2022,ME,Maine,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,16.14,,,16,16.29,41210
2022,2022,MA,Massachusetts,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,21.93,,,21.09,22.79,2040
2022,2022,NE,Nebraska,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,21.63,,,20.67,22.61,1510
2022,2022,NM,New Mexico,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,11.58,,,10.37,12.88,300
2022,2022,VA,Virginia,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,17.57,,,17.22,17.94,7570
2022,2022,HI,Hawaii,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,19.65,,,19.01,20.3,2880
2022,2022,KS,Kansas,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,12.68,,,12.13,13.24,1800
2022,2022,MO,Missouri,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,19.37,,,19.09,19.66,13920
2022,2022,NJ,New Jersey,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,23.97,,,23.72,24.21,28560
2022,2022,NC,North Carolina,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,All races,All patients,Total,%,Crude Prevalence,13.87,,,13.82,13.93,218600
2022,2022,SC,South Carolina,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,20.11,,,19.93,20.3,34780
2022,2022,VT,Vermont,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,16.91,,,14.28,19.82,120
2022,2022,WY,Wyoming,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,16.12,,,12.5,20.3,60
2022,2022,US,National,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,13.76,,,13.58,13.93,20420
2022,2022,CA,California,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,All races,All patients,Total,%,Crude Prevalence,14.76,,,14.73,14.8,727900
2022,2022,IA,Iowa,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,All races,All patients,Total,%,Crude Prevalence,13.97,,,13.87,14.06,70340
2022,2022,KY,Kentucky,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,13.15,,,11.62,14.8,240
2022,2022,RI,Rhode Island,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,19.27,,,19.07,19.48,27260
2022,2022,PR,Puerto Rico,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,25.74,,,17.56,35.4,30
2022,2022,NV,Nevada,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,16.83,,,15.19,18.57,330
2022,2022,CT,Connecticut,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,24.37,,,19.45,29.85,70
2022,2022,LA,Louisiana,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,11.7,,,10.97,12.47,840
2022,2022,OK,Oklahoma,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,14.78,,,13.53,16.1,450
2022,2022,OR,Oregon,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,17.35,,,16.37,18.37,970
2022,2022,WI,Wisconsin,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,11.97,,,11.47,12.47,1960
2022,2022,AL,Alabama,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,16.32,,,14.78,17.96,350
2022,2022,CO,Colorado,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,15,,,14.03,16.01,770
2022,2022,FL,Florida,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,21.06,,,20.59,21.54,5980
2022,2022,ID,Idaho,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,All races,All patients,Total,%,Crude Prevalence,11.4,,,11.29,11.52,32300
2022,2022,KS,Kansas,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,12.96,,,12.07,13.9,690
2022,2022,ME,Maine,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,21.91,,,19.2,24.82,190
2022,2022,MO,Missouri,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,14.56,,,13.81,15.34,1210
2022,2022,NY,New York,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,23.4,,,22.08,24.75,920
2022,2022,UT,Utah,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,18.38,,,16.5,20.39,290
2022,2022,AK,Alaska,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,10.49,,,9.24,11.86,230
2022,2022,IN,Indiana,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,All races,All patients,Total,%,Crude Prevalence,12.52,,,12.45,12.58,121300
2022,2022,ME,Maine,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,13.22,,,11.45,15.16,180
2022,2022,MA,Massachusetts,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,19.08,,,15.32,23.32,80
2022,2022,MI,Michigan,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,17.67,,,16.91,18.44,1690
2022,2022,MN,Minnesota,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,13.99,,,13.27,14.74,1220
2022,2022,NE,Nebraska,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,12.77,,,11.38,14.26,270
2022,2022,NC,North Carolina,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,12.52,,,12.46,12.58,155100
2022,2022,ND,North Dakota,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,9.2,,,7.08,11.71,60
2022,2022,DE,Delaware,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,23.87,,,23.35,24.4,6100
2022,2022,GA,Georgia,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,12.38,,,12.32,12.45,115800
2022,2022,TX,Texas,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,18.08,,,17.57,18.59,3970
2022,2022,UT,Utah,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,9.94,,,9.48,10.42,1570
2022,2022,AZ,Arizona,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,16.59,,,15.83,17.38,1480
2022,2022,DE,Delaware,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,16.78,,,15.65,17.95,700
2022,2022,IL,Illinois,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,18.49,,,17.85,19.13,2650
2022,2022,IN,Indiana,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,18.62,,,18.3,18.93,11210
2022,2022,MD,Maryland,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,16.5,,,12.5,21.17,50
2022,2022,MD,Maryland,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,18.72,,,18.32,19.13,6640
2022,2022,MN,Minnesota,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,12.28,,,11.22,13.4,440
2022,2022,GA,Georgia,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,14.84,,,14.47,15.23,5020
2022,2022,HI,Hawaii,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,25.25,,,24.72,25.79,6550
2022,2022,IL,Illinois,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,13.58,,,13.39,13.78,16390
2022,2022,ME,Maine,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,All races,All patients,Total,%,Crude Prevalence,16.16,,,16.02,16.3,42070
2022,2022,MT,Montana,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,11.61,,,9.67,13.78,110
2022,2022,NE,Nebraska,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,11.4,,,10.68,12.16,820
2022,2022,NE,Nebraska,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,16.49,,,14.29,18.88,170
2022,2022,NH,New Hampshire,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,,,Value suppressed,,,
2022,2022,NJ,New Jersey,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,17.59,,,13.9,21.79,70
2022,2022,NJ,New Jersey,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,19.64,,,19.41,19.87,23430
2022,2022,TN,Tennessee,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,14.02,,,12.86,15.23,470
2022,2022,VA,Virginia,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,20.34,,,19.57,21.13,2100
2022,2022,WV,West Virginia,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,16.32,,,13.98,18.88,150
2022,2022,KY,Kentucky,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,All races,All patients,Total,%,Crude Prevalence,10.6,,,10.53,10.68,70450
2022,2022,RI,Rhode Island,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,25.95,,,24.68,27.24,1190
2022,2022,PR,Puerto Rico,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,24.32,,,16.68,33.38,30
2022,2022,NJ,New Jersey,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,22.18,,,21.49,22.87,3130
2022,2022,TN,Tennessee,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,11.17,,,11.1,11.23,99540
2022,2022,PR,Puerto Rico,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,All races,All patients,Total,%,Crude Prevalence,18.63,,,18.53,18.74,98190
2022,2022,SC,South Carolina,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,12.94,,,12.33,13.57,1500
2022,2022,SD,South Dakota,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,13.53,,,11.48,15.8,140
2022,2022,WY,Wyoming,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,13.14,,,9.88,16.99,50
2022,2022,AZ,Arizona,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,16.72,,,16.18,17.28,2990
2022,2022,AZ,Arizona,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,15.66,,,15.16,16.16,3220
2022,2022,IN,Indiana,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,15.47,,,14.29,16.71,540
2022,2022,KY,Kentucky,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,13.73,,,8.7,20.21,20
2022,2022,MA,Massachusetts,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,17.62,,,17.22,18.03,6160
2022,2022,MS,Mississippi,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,All races,All patients,Total,%,Crude Prevalence,13.64,,,13.54,13.74,59300
2022,2022,MO,Missouri,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,11.53,,,9.67,13.61,120
2022,2022,NY,New York,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,18.37,,,18.31,18.42,342100
2022,2022,OK,Oklahoma,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,12.76,,,11.94,13.61,800
2022,2022,SC,South Carolina,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,16.32,,,15.04,17.65,510
2022,2022,GA,Georgia,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,12.51,,,12.14,12.89,3800
2022,2022,ME,Maine,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,20.76,,,16.98,24.97,90
2022,2022,MI,Michigan,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,14.94,,,14.52,15.36,4180
2022,2022,NE,Nebraska,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,9.69,,,7.71,11.98,80
2022,2022,OR,Oregon,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,10.99,,,10.59,11.4,2530
2022,2022,AR,Arkansas,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,All races,All patients,Total,%,Crude Prevalence,13.15,,,13.05,13.25,60380
2022,2022,ID,Idaho,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,13.98,,,12.22,15.9,200
2022,2022,MS,Mississippi,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,11.27,,,11.16,11.38,34390
2022,2022,AK,Alaska,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,8.8,,,7.85,9.82,290
2022,2022,DE,Delaware,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,22.81,,,12.74,35.84,10
2022,2022,IL,Illinois,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,16.11,,,15.8,16.42,8890
2022,2022,IL,Illinois,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,20.66,,,20.47,20.84,38600
2022,2022,MD,Maryland,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,22.57,,,22.38,22.76,42850
2022,2022,MS,Mississippi,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,12.57,,,9.28,16.51,40
2022,2022,OR,Oregon,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,12.73,,,11.7,13.81,500
2022,2022,TN,Tennessee,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,All races,All patients,Total,%,Crude Prevalence,12.03,,,11.97,12.1,123900
2022,2022,VA,Virginia,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,All races,All patients,Total,%,Crude Prevalence,16.44,,,16.38,16.51,190800
2022,2022,WI,Wisconsin,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,11.88,,,10.87,12.95,450
2022,2022,NJ,New Jersey,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,20.98,,,20.68,21.29,14760
2022,2022,NY,New York,,Medicare FFS MA,,,Annual prevalence of diagnosed glaucoma,All Glaucoma,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,26.26,,,25.79,26.73,9010
