YearStart,YearEnd,LocationAbbr,LocationDesc,CountyName,DataSource,Topic,Category,Question,Response,Age,Sex,Race_Ethnicity,Risk_Factor,Risk_Factor_Repsonse,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size
2022,2022,RI,Rhode Island,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,14.28,,,14.1,14.46,20190
2022,2022,WA,Washington,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,7.82,,,7.55,8.09,3050
2022,2022,AZ,Arizona,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,All races,All patients,Total,%,Crude Prevalence,9.83,,,9.78,9.89,107100
2022,2022,ME,Maine,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,9.32,,,7.81,11.01,120
2022,2022,NE,Nebraska,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,13.82,,,11.79,16.06,140
2022,2022,SD,South Dakota,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,6.5,,,5.74,7.33,250
2022,2022,UT,Utah,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,8.29,,,7.61,9,510
2022,2022,AK,Alaska,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,9.9,,,9.26,10.57,800
2022,2022,CT,Connecticut,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,15.41,,,11.38,20.19,40
2022,2022,KY,Kentucky,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,11.25,,,9.83,12.81,200
2022,2022,MI,Michigan,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,9.9,,,9.55,10.25,2770
2022,2022,MN,Minnesota,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,All races,All patients,Total,%,Crude Prevalence,10.18,,,10.12,10.25,84980
2022,2022,TX,Texas,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,9.09,,,9.03,9.16,66000
2022,2022,UT,Utah,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,All races,All patients,Total,%,Crude Prevalence,9.2,,,9.11,9.3,30130
2022,2022,DE,Delaware,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,14.1,,,12.91,15.34,450
2022,2022,FL,Florida,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,13.24,,,13.2,13.28,366900
2022,2022,GA,Georgia,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,All races,All patients,Total,%,Crude Prevalence,9.36,,,9.31,9.41,124900
2022,2022,MA,Massachusetts,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,9.79,,,9.51,10.09,3960
2022,2022,MS,Mississippi,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,10.63,,,10.52,10.74,32450
2022,2022,NV,Nevada,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,7.09,,,6.8,7.39,2120
2022,2022,ND,North Dakota,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,8.74,,,6.67,11.19,60
2022,2022,OH,Ohio,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,12.56,,,9.5,16.18,50
2022,2022,OH,Ohio,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,10.74,,,10.69,10.79,168900
2022,2022,WA,Washington,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,7.84,,,7.5,8.19,1880
2022,2022,VI,U.S. Virgin Islands,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,15.25,,,10.92,20.49,40
2022,2022,HI,Hawaii,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,10.27,,,8.96,11.71,200
2022,2022,ID,Idaho,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,8.97,,,8.43,9.53,950
2022,2022,IN,Indiana,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,9.74,,,6.46,13.94,30
2022,2022,LA,Louisiana,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,10.3,,,9.6,11.02,740
2022,2022,ME,Maine,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,11.59,,,11.46,11.71,29580
2022,2022,MT,Montana,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,7.22,,,6.48,8.01,320
2022,2022,VA,Virginia,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,9.74,,,9.4,10.08,2840
2022,2022,HI,Hawaii,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,13.55,,,13,14.12,1980
2022,2022,IN,Indiana,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,7.53,,,7.16,7.92,1420
2022,2022,MN,Minnesota,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,8.83,,,7.92,9.8,320
2022,2022,NV,Nevada,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,9.7,,,9.59,9.8,29440
2022,2022,NY,New York,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,18.45,,,18.31,18.59,54690
2022,2022,AL,Alabama,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,8.57,,,7.88,9.31,520
2022,2022,CA,California,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,7.44,,,7.39,7.49,79140
2022,2022,GA,Georgia,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,9.18,,,8.88,9.5,3100
2022,2022,IL,Illinois,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,10.22,,,7.58,13.4,50
2022,2022,NC,North Carolina,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,9.16,,,8.83,9.5,2610
2022,2022,SD,South Dakota,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,6.97,,,5.15,9.19,50
2022,2022,VI,U.S. Virgin Islands,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,17.16,,,16.47,17.86,1960
2022,2022,CO,Colorado,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,7.28,,,6.92,7.65,1420
2022,2022,CO,Colorado,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,7.46,,,7.26,7.65,5170
2022,2022,DE,Delaware,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,,,Value suppressed,,,
2022,2022,DC,District Of Columbia,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,14.46,,,11.71,17.56,80
2022,2022,NH,New Hampshire,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,,,Value suppressed,,,
2022,2022,RI,Rhode Island,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,10.95,,,10.06,11.89,500
2022,2022,WV,West Virginia,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,,,Value suppressed,,,
2022,2022,PR,Puerto Rico,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,All races,All patients,Total,%,Crude Prevalence,9.96,,,9.88,10.04,52470
2022,2022,PR,Puerto Rico,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,9.96,,,9.88,10.04,52200
2022,2022,AZ,Arizona,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,10.68,,,10.05,11.34,950
2022,2022,GA,Georgia,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,9.73,,,9.67,9.79,91000
2022,2022,HI,Hawaii,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,15.97,,,15.53,16.43,4150
2022,2022,MT,Montana,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,All races,All patients,Total,%,Crude Prevalence,9.66,,,9.53,9.79,18440
2022,2022,NH,New Hampshire,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,11.16,,,11.03,11.29,25060
2022,2022,NY,New York,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,All races,All patients,Total,%,Crude Prevalence,16.38,,,16.34,16.43,440300
2022,2022,WY,Wyoming,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,Other,All patients,Total,%,Crude Prevalence,12.06,,,8.94,15.81,40
2022,2022,DE,Delaware,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,11.68,,,10.71,12.69,480
2022,2022,GA,Georgia,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,7.63,,,7.34,7.94,2320
2022,2022,LA,Louisiana,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,12.31,,,9.25,15.95,50
2022,2022,NJ,New Jersey,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,15.68,,,15.41,15.95,11030
2022,2022,OK,Oklahoma,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,All races,All patients,Total,%,Crude Prevalence,11.15,,,11.07,11.23,61550
2022,2022,GA,Georgia,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,8.46,,,8.36,8.55,27670
2022,2022,OK,Oklahoma,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,9.09,,,8.39,9.83,570
2022,2022,VA,Virginia,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,All races,All patients,Total,%,Crude Prevalence,11.06,,,11.01,11.12,128400
2022,2022,WV,West Virginia,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,13.37,,,11.48,15.45,160
2022,2022,WI,Wisconsin,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,7.42,,,6.87,7.99,640
2022,2022,WY,Wyoming,,Medicare FFS MA,,,Annual prevalence of diagnosed other retinal disorders,All Other retinal disorders,65 years and older,Both sexes,Asian,All patients,Total,%,Crude Prevalence,11.84,,,8.83,15.43,50
